network,feedback,correlation,outage_size,outage,normal,common,count,cer,runtime_seconds,swaps,quota_verified,lower_bound,solver_residual
0,0.0,0.3,2,"0,5",0.22987054671511928,0.24727350481766866,0.24508795141995324,0.2373558063604757,0.00012416698154993355,6,True,,
0,0.0,0.8,2,"0,5",0.38186383354035847,0.386836107283944,0.3862116634560251,0.3840024791533172,0.00012416698154993355,6,True,,
0,0.0,0.0,2,"1,2",0.138674574619976,0.15697090675372966,0.16555887512386394,0.15021505557603168,0.00016812499961815774,9,True,,
0,0.0,0.3,2,"1,2",0.22987054671511928,0.24267797920874698,0.2486895570678409,0.23794888338435832,0.00016812499961815774,9,True,,
0,0.0,0.8,2,"1,2",0.38186383354035847,0.38552309996710915,0.3872406936411358,0.38417192973156955,0.00016812499961815774,9,True,,
0,0.0,0.0,2,"1,3",0.138674574619976,0.17874859108069865,0.16532581246647082,0.15062679714507934,0.000166124984389171,9,True,,
0,0.0,0.3,2,"1,3",0.22987054671511928,0.2579223582376254,0.24852641320766589,0.23823710248269184,0.000166124984389171,9,True,,
0,0.0,0.8,2,"1,3",0.38186383354035847,0.38987863683250296,0.3871940811096574,0.3842542780453791,0.000166124984389171,9,True,,
0,0.0,0.0,2,"1,4",0.138674574619976,0.21243424680525594,0.18719275416301936,0.16020200309816393,0.00015233299927785993,8,True,,
0,0.0,0.3,2,"1,4",0.22987054671511928,0.28150231724481556,0.26383327239524984,0.24493974664985094,0.00015233299927785993,8,True,,
0,0.0,0.8,2,"1,4",0.38186383354035847,0.3966157679774145,0.3915674694489671,0.38616931923599596,0.00015233299927785993,8,True,,
0,0.0,0.0,2,"1,5",0.138674574619976,0.1635359433379036,0.17347247811149194,0.15088317351291924,0.00016741701983846724,9,True,,
0,0.0,0.3,2,"1,5",0.22987054671511928,0.24727350481766866,0.2542290791591805,0.23841656594017963,0.00016741701983846724,9,True,,
0,0.0,0.8,2,"1,5",0.38186383354035847,0.386836107283944,0.38882341423866135,0.38430555331894706,0.00016741701983846724,9,True,,
0,0.0,0.0,2,"2,3",0.138674574619976,0.17826419778914526,0.16620488812752088,0.15045176818708333,0.0001093749888241291,5,True,,
0,0.0,0.3,2,"2,3",0.22987054671511928,0.257583282933538,0.2491417661704009,0.23811458221209456,0.0001093749888241291,5,True,,
0,0.0,0.8,2,"2,3",0.38186383354035847,0.38978175817419203,0.3873698962418672,0.3842192722537796,0.0001093749888241291,5,True,,
0,0.0,0.0,2,"2,4",0.138674574619976,0.21916563652214843,0.1861133588696834,0.15835502682960653,0.0001390419784002006,7,True,,
0,0.0,0.3,2,"2,4",0.22987054671511928,0.28621429004664045,0.2630776956899144,0.2436468632618608,0.0001390419784002006,7,True,,
0,0.0,0.8,2,"2,4",0.38186383354035847,0.39796204592079276,0.39135159039029976,0.38579992398228435,0.0001390419784002006,7,True,,
0,0.0,0.0,2,"2,5",0.138674574619976,0.1637822595758451,0.17992794752593028,0.15032219081015658,0.00016649998724460602,9,True,,
0,0.0,0.3,2,"2,5",0.22987054671511928,0.24744592618422775,0.2587479077492874,0.23802387804824574,0.00016649998724460602,9,True,,
0,0.0,0.8,2,"2,5",0.38186383354035847,0.3868853705315319,0.390114508121549,0.38419335677839445,0.00016649998724460602,9,True,,
0,0.0,0.0,2,"3,4",0.138674574619976,0.25677420083508273,0.17249530493698126,0.15942172385951983,0.00013683398719877005,7,True,,
0,0.0,0.3,2,"3,4",0.22987054671511928,0.3125402850656942,0.25354505793702303,0.2443935511827999,0.00013683398719877005,7,True,,
0,0.0,0.8,2,"3,4",0.38186383354035847,0.4054837587833797,0.38862797960375917,0.38601326338826725,0.00013683398719877005,7,True,,
0,0.0,0.0,2,"3,5",0.138674574619976,0.1921362882125761,0.1574390253681291,0.15093542309787178,0.00012258297647349536,6,True,,
0,0.0,0.3,2,"3,5",0.22987054671511928,0.26729374622993946,0.2430056622388265,0.23845314064964634,0.00012258297647349536,6,True,,
0,0.0,0.8,2,"3,5",0.38186383354035847,0.3925561762588785,0.3856167236899889,0.38431600323593756,0.00012258297647349536,6,True,,
0,0.0,0.0,2,"4,5",0.138674574619976,0.22292926471190916,0.1666872285840813,0.16131041661127815,0.00015150001854635775,8,True,,
0,0.0,0.3,2,"4,5",0.22987054671511928,0.2888488297794725,0.24947940448999298,0.24571563610903088,0.00015150001854635775,8,True,,
0,0.0,0.8,2,"4,5",0.38186383354035847,0.398714771558745,0.38746636433317955,0.3863910019386189,0.00015150001854635775,8,True,,
0,0.4,0.0,1,0,0.35883984172187616,0.3786109272321526,0.3757246050318948,0.3717132682042834,8.570801583118737e-05,4,True,0.3668749512371851,5.329070518200751e-15
0,0.4,0.3,1,0,0.6235186367216229,0.6373583965788161,0.6353379710386347,0.6325300352593073,8.570801583118737e-05,4,True,0.6291432133823385,5.329070518200751e-15
0,0.4,0.8,1,0,1.064649961721199,1.0686041788232545,1.068026914383203,1.0672246470176798,8.570801583118737e-05,4,True,1.066256983624261,5.329070518200751e-15
0,0.4,0.0,1,1,0.35883984172187616,0.3786109272321526,0.37535161730103656,0.37223162043120317,0.0001220419944729656,5,True,0.3722039007129829,8.872404733181421e-15
0,0.4,0.3,1,1,0.6235186367216229,0.6373583965788161,0.6350768796270347,0.6328928818181511,0.0001220419944729656,5,True,0.6328734780153971,8.872404733181421e-15
0,0.4,0.8,1,1,1.064649961721199,1.0686041788232545,1.0679523168370308,1.0673283174630652,0.0001220419944729656,5,True,1.0673227735194204,8.872404733181421e-15
0,0.4,0.0,1,2,0.35883984172187616,0.3798049096639171,0.38252102033558655,0.37360855427767264,0.0001415839942637831,6,True,0.3729072484590676,8.332946740986952e-13
0,0.4,0.3,1,2,0.6235186367216229,0.6381941842810513,0.6400954617512197,0.6338567355106803,0.0001415839942637831,6,True,0.6333658214376563,8.332946740986952e-13
0,0.4,0.8,1,2,1.064649961721199,1.0688429753096074,1.0693861974439416,1.067603704232359,0.0001415839942637831,6,True,1.0674634430686374,8.332946740986952e-13
0,0.4,0.0,1,3,0.35883984172187616,0.4169145856799749,0.42286489928015675,0.36912267400679455,0.00010945802205242217,4,True,0.36777928230934986,1.5987211554602254e-14
0,0.4,0.3,1,3,0.6235186367216229,0.6641709574922916,0.6683361770124184,0.6307166193210658,0.00010945802205242217,4,True,0.6297762451328539,1.5987211554602254e-14
0,0.4,0.8,1,3,1.064649961721199,1.0762649105128197,1.0774549732328553,1.066706528178182,0.00010945802205242217,4,True,1.066437849838694,1.5987211554602254e-14
0,0.4,0.0,1,4,0.35883984172187616,0.4784523930442065,0.46969882333137525,0.392234825613256,0.00010933299199678004,5,True,0.2574389787448664,5.1188674082474435e-14
0,0.4,0.3,1,4,0.6235186367216229,0.7072474226472538,0.7011199238482718,0.6468951254455884,0.00010933299199678004,5,True,0.5525380326377154,5.1188674082474435e-14
0,0.4,0.8,1,4,1.064649961721199,1.0885724719856655,1.086821758043099,1.0713289584994765,0.00010933299199678004,5,True,1.0443697891257973,5.1188674082474435e-14
0,0.4,0.0,1,5,0.35883984172187616,0.39124206264537925,0.4007287274676807,0.3717493567916762,0.00010545799159444869,5,True,0.3714444399207681,3.552713678800501e-15
0,0.4,0.3,1,5,0.6235186367216229,0.6462001913680752,0.652840856743686,0.6325552972704824,0.00010545799159444869,5,True,0.6323418554608466,3.552713678800501e-15
0,0.4,0.8,1,5,1.064649961721199,1.0711304059059001,1.0730277388703595,1.06723186473516,0.00010545799159444869,5,True,1.0671708813609775,3.552713678800501e-15
0,0.4,0.0,2,"0,1",0.35883984172187616,0.4168475811390266,0.47908897742963663,0.3974512193616888,0.00016987501294352114,8,True,0.3970482424275803,1.8723513096518962e-13
0,0.4,0.3,2,"0,1",0.6235186367216229,0.6641240543136275,0.7076930317170543,0.6505466010694915,0.00016987501294352114,8,True,0.6502645172156152,1.8723513096518962e-13
0,0.4,0.8,2,"0,1",1.064649961721199,1.076251509604629,1.0886997888627514,1.0723722372491602,0.00016987501294352114,8,True,1.07229164186234,1.8723513096518962e-13
0,0.4,0.0,2,"0,2",0.35883984172187616,0.4168475811390266,0.4724454064729872,0.39955805796108657,0.00020050001330673695,9,True,0.3985786682825381,1.4976196319113083e-14
0,0.4,0.3,2,"0,2",0.6235186367216229,0.6641240543136275,0.7030425320474002,0.6520213880890695,0.00020050001330673695,9,True,0.6513358153140856,1.4976196319113083e-14
0,0.4,0.8,2,"0,2",1.064649961721199,1.076251509604629,1.0873710746714218,1.0727936049690416,0.00020050001330673695,9,True,1.0725977270333316,1.4976196319113083e-14
0,0.4,0.0,2,"0,3",0.35883984172187616,0.4660138354393489,0.4238325948145936,0.39873739387293605,0.00019024999346584082,8,True,0.3976184339354308,2.3400542848814347e-14
0,0.4,0.3,2,"0,3",0.6235186367216229,0.6985404323238533,0.6690135638865244,0.6514469232273642,0.00019024999346584082,8,True,0.6506636512711105,2.3400542848814347e-14
0,0.4,0.8,2,"0,3",1.064649961721199,1.0860847604646933,1.0776485123397432,1.0726294721514114,0.00019024999346584082,8,True,1.0724056801639101,2.3400542848814347e-14
0,0.4,0.0,2,"0,4",0.35883984172187616,0.5831839048656887,0.4666376085309108,0.41581955939079585,0.0001885410165414214,8,True,0.3119948936890401,2.3092638912203256e-14
0,0.4,0.3,2,"0,4",0.6235186367216229,0.7805594809222911,0.6989770734879464,0.6634044390898661,0.0001885410165414214,8,True,0.590727173098637,2.3092638912203256e-14
0,0.4,0.8,2,"0,4",1.064649961721199,1.109518774349961,1.0862095150830062,1.0760459052549836,0.0001885410165414214,8,True,1.055280972114632,2.3092638912203256e-14
0,0.4,0.0,2,"0,5",0.35883984172187616,0.42826899735357643,0.42686176278143456,0.39927035770831176,0.00012845901073887944,5,True,0.3977973926469719,8.732674238565265e-15
0,0.4,0.3,2,"0,5",0.6235186367216229,0.6721190456638124,0.6711339814633136,0.6518199979121267,0.00012845901073887944,5,True,0.6507889223691893,8.732674238565265e-15
0,0.4,0.8,2,"0,5",1.064649961721199,1.0785357928475394,1.0782543459331113,1.072736064918487,0.00012845901073887944,5,True,1.0724414719062183,8.732674238565265e-15
0,0.4,0.0,2,"1,2",0.35883984172187616,0.4168475811390266,0.43747599448576385,0.40111948635381345,0.00020249999943189323,9,True,0.4009756078412774,3.815435235277567e-15
0,0.4,0.3,2,"1,2",0.6235186367216229,0.6641240543136275,0.678563943656344,0.6531143879639781,0.00020249999943189323,9,True,0.6530136730052032,3.815435235277567e-15
0,0.4,0.8,2,"1,2",1.064649961721199,1.076251509604629,1.080377192273976,1.0731058906475859,0.00020249999943189323,9,True,1.0730771149450793,3.815435235277567e-15
0,0.4,0.0,2,"1,3",0.35883984172187616,0.4660138354393489,0.4361326349086224,0.40073632678377874,0.00016429202514700592,7,True,0.4003019826742644,1.7763568394002505e-14
0,0.4,0.3,2,"1,3",0.6235186367216229,0.6985404323238533,0.677623591952345,0.6528461762649549,0.00016429202514700592,7,True,0.6525421353882941,1.7763568394002505e-14
0,0.4,0.8,2,"1,3",1.064649961721199,1.0860847604646933,1.0801085203585488,1.0730292587335795,0.00016429202514700592,7,True,1.0729423899116768,1.7763568394002505e-14
0,0.4,0.0,2,"1,4",0.35883984172187616,0.5831839048656887,0.5099117173148471,0.4309521840226728,0.00018420800915919244,8,True,0.31564391809367154,1.0693668173189508e-12
0,0.4,0.3,2,"1,4",0.6235186367216229,0.7805594809222911,0.7292689496367014,0.67399727633218,0.00018420800915919244,8,True,0.593281490181879,1.0693668173189508e-12
0,0.4,0.8,2,"1,4",1.064649961721199,1.109518774349961,1.0948643368397943,1.0790724301813583,0.00018420800915919244,8,True,1.0560107769955582,1.0693668173189508e-12
0,0.4,0.0,2,"1,5",0.35883984172187616,0.42826899735357643,0.4482281243154227,0.4017869579900848,0.00014583300799131393,6,True,0.40167345480106986,6.197604483310282e-15
0,0.4,0.3,2,"1,5",0.6235186367216229,0.6721190456638124,0.686090434537105,0.6535816181093687,0.00014583300799131393,6,True,0.6535021658770579,6.197604483310282e-15
0,0.4,0.8,2,"1,5",1.064649961721199,1.0785357928475394,1.0825276182399082,1.0732393849748407,0.00014583300799131393,6,True,1.0732166843370379,6.197604483310282e-15
0,0.4,0.0,2,"2,3",0.35883984172187616,0.47075798619893056,0.4482138658987764,0.4046491865441028,0.00013808402582071722,5,True,0.40222356510425433,6.236751845357452e-15
0,0.4,0.3,2,"2,3",0.6235186367216229,0.7018613378555606,0.6860804536454523,0.6555851780971814,0.00013808402582071722,5,True,0.653887243089287,6.236751845357452e-15
0,0.4,0.8,2,"2,3",1.064649961721199,1.08703359061661,1.0825247665565791,1.0738118306856443,0.00013808402582071722,5,True,1.0733267063976748,6.236751845357452e-15
0,0.4,0.0,2,"2,4",0.35883984172187616,0.6027231389665613,0.514701731533768,0.4187667306823228,0.00016104200039990246,7,True,0.3138255765428749,2.1592298864458647e-14
0,0.4,0.3,2,"2,4",0.6235186367216229,0.7942369447929021,0.7326219595899467,0.665467458993935,0.00016104200039990246,7,True,0.5920086510963214,2.1592298864458647e-14
0,0.4,0.8,2,"2,4",1.064649961721199,1.1134266211701358,1.0958223396835778,1.0766353395132886,0.00016104200039990246,7,True,1.055647108685399,2.1592298864458647e-14
0,0.4,0.0,2,"2,5",0.35883984172187616,0.4325235774822057,0.46419660503549665,0.40316302651631525,0.00019808299839496613,9,True,0.4027967225787814,3.552713678800501e-15
0,0.4,0.3,2,"2,5",0.6235186367216229,0.6750972517538529,0.697268371041157,0.6545448660777294,0.00019808299839496613,9,True,0.6542884533214559,3.552713678800501e-15
0,0.4,0.8,2,"2,5",1.064649961721199,1.0793867088732656,1.0857213143839244,1.0735145986800867,0.00019808299839496613,9,True,1.0734413378925802,3.552713678800501e-15
0,0.4,0.0,2,"3,4",0.35883984172187616,0.713712111556212,0.4519564324054671,0.4186653729173963,0.00018762500258162618,7,True,0.3120236448659303,1.7763568394002505e-14
0,0.4,0.3,2,"3,4",0.6235186367216229,0.8719292256056572,0.6887002502001356,0.6653965085584862,0.00018762500258162618,7,True,0.5907472989224601,1.7763568394002505e-14
0,0.4,0.8,2,"3,4",1.064649961721199,1.1356244156880657,1.0832732798579174,1.0766150679603033,0.00018762500258162618,7,True,1.05528672235001,1.7763568394002505e-14
0,0.4,0.0,2,"3,5",0.35883984172187616,0.49304066179156086,0.41699271874889465,0.4026529538017448,0.00021595900761894882,6,True,0.40168210540502586,2.0491512972400115e-15
0,0.4,0.3,2,"3,5",0.6235186367216229,0.7174592107704015,0.6642256506405352,0.6541878151775304,0.00021595900761894882,6,True,0.6535082212998271,2.0491512972400115e-15
0,0.4,0.8,2,"3,5",1.064649961721199,1.0914901257351362,1.076280537126603,1.073412584137173,0.00021595900761894882,6,True,1.0732184144578292,2.0491512972400115e-15
0,0.4,0.0,2,"4,5",0.35883984172187616,0.6160662813935536,0.45646205269327533,0.43466604433132755,0.0001708750205580145,8,True,0.31526259314208044,2.3918603837986067e-13
0,0.4,0.3,2,"4,5",0.6235186367216229,0.8035771444917967,0.6918541844016014,0.6765969785482377,0.0001708750205580145,8,True,0.5930145627157652,2.3918603837986067e-13
0,0.4,0.8,2,"4,5",1.064649961721199,1.116095249655534,1.0841744039154795,1.0798152022430898,0.0001708750205580145,8,True,1.05593451200524,2.3918603837986067e-13
0,0.75,0.0,1,0,1.965322274922639,2.0923883092107247,2.089684707253084,2.0590517652240807,0.00014000001829117537,6,True,,
0,0.75,0.3,1,0,3.55054320380344,3.6394894278051004,3.637596906434751,3.616153847014449,0.00014000001829117537,6,True,,
0,0.75,0.8,1,0,6.192578085271436,6.217991292129059,6.217450571737532,6.21132398333173,0.00014000001829117537,6,True,,
0,0.75,0.0,1,1,1.965322274922639,2.0923883092107247,2.070525787546771,2.0511910625719945,6.654098979197443e-05,3,True,,
0,0.75,0.3,1,1,3.55054320380344,3.6394894278051004,3.6241856626403295,3.6106513551579886,6.654098979197443e-05,3,True,,
0,0.75,0.8,1,1,6.192578085271436,6.217991292129059,6.2136187877962685,6.209751842801315,6.654098979197443e-05,3,True,,
0,0.75,0.0,1,2,1.965322274922639,2.1129286789667896,2.1197005540146012,2.0640686239094843,0.00010595799540169537,6,True,,
0,0.75,0.3,1,2,3.55054320380344,3.6538676866343476,3.6586079991678124,3.6196656480942324,0.00010595799540169537,6,True,,
0,0.75,0.8,1,2,6.192578085271436,6.222099366080269,6.223453741089838,6.212327355068809,0.00010595799540169537,6,True,,
0,0.75,0.0,1,3,1.965322274922639,2.2775289690488956,2.3593121067086855,2.041502007348324,8.045800495892763e-05,4,True,,
0,0.75,0.3,1,3,3.55054320380344,3.769087889691821,3.826336086053673,3.603869016501418,8.045800495892763e-05,4,True,,
0,0.75,0.8,1,3,6.192578085271436,6.255019424096693,6.271376051628653,6.207814031756583,8.045800495892763e-05,4,True,,
0,0.75,0.0,1,4,1.965322274922639,2.7378180799000917,2.6681231798757823,2.152084244360841,9.137499728240073e-05,5,True,,
0,0.75,0.3,1,4,3.55054320380344,4.0912902672876585,4.042503837270635,3.6812765824101827,9.137499728240073e-05,5,True,,
0,0.75,0.8,1,4,6.192578085271436,6.347077246266931,6.333138266262075,6.229930479159088,9.137499728240073e-05,5,True,,
0,0.75,0.0,1,5,1.965322274922639,2.1451455574788123,2.2267045704578408,2.054311864006212,0.00010320899309590459,6,True,,
0,0.75,0.3,1,5,3.55054320380344,3.676419501592762,3.733510810678081,3.612835916161942,0.00010320899309590459,6,True,,
0,0.75,0.8,1,5,6.192578085271436,6.228542741782677,6.24485454437848,6.210376003088155,0.00010320899309590459,6,True,,
0,0.75,0.0,2,"0,1",1.965322274922639,2.334287547940639,2.7299120138492428,2.2260094716564236,0.000145875004818663,7,True,,
0,0.75,0.3,2,"0,1",3.55054320380344,3.8088188949160378,4.085756021052063,3.7330242415170907,0.000145875004818663,7,True,,
0,0.75,0.8,2,"0,1",6.192578085271436,6.266371139875041,6.345496033056768,6.244715524618197,0.000145875004818663,7,True,,
0,0.75,0.0,2,"0,2",1.965322274922639,2.334287547940639,2.6081161542682447,2.235357831923573,0.00020837501506321132,11,True,,
0,0.75,0.3,2,"0,2",3.55054320380344,3.8088188949160378,4.000498919345364,3.739568093704094,0.00020837501506321132,11,True,,
0,0.75,0.8,2,"0,2",6.192578085271436,6.266371139875041,6.32113686114057,6.246585196671629,0.00020837501506321132,11,True,,
0,0.75,0.0,2,"0,3",1.965322274922639,2.584364173237607,2.3372321810058567,2.2304219824259226,0.00014170899521559477,7,True,,
0,0.75,0.3,2,"0,3",3.55054320380344,3.9838725326239164,3.8108801380616937,3.736112999055739,0.00014170899521559477,7,True,,
0,0.75,0.8,2,"0,3",6.192578085271436,6.316386464934432,6.266960066488085,6.245598026772098,0.00014170899521559477,7,True,,
0,0.75,0.0,2,"0,4",1.965322274922639,3.3438790484829743,2.5558781846116787,2.311132577153614,0.00013941698125563562,7,True,,
0,0.75,0.3,2,"0,4",3.55054320380344,4.515532945295674,3.963932340585766,3.7926104153651212,0.00013941698125563562,7,True,,
0,0.75,0.8,2,"0,4",6.192578085271436,6.468289439983505,6.310689267209247,6.261740145717636,0.00013941698125563562,7,True,,
0,0.75,0.0,2,"0,5",1.965322274922639,2.3770253053285884,2.3903970326626505,2.235747896955061,0.00011237501166760921,5,True,,
0,0.75,0.3,2,"0,5",3.55054320380344,3.8387353250876046,3.848095534221447,3.739841139226134,0.00011237501166760921,5,True,,
0,0.75,0.8,2,"0,5",6.192578085271436,6.274918691352628,6.277593036819444,6.246663209677925,0.00011237501166760921,5,True,,
0,0.75,0.0,2,"1,2",1.965322274922639,2.334287547940639,2.4356841816626464,2.2508689580488204,0.000142250006319955,7,True,,
0,0.75,0.3,2,"1,2",3.55054320380344,3.8088188949160378,3.879796538521446,3.7504258819917684,0.000142250006319955,7,True,,
0,0.75,0.8,2,"1,2",6.192578085271436,6.266371139875041,6.286650466619448,6.249687421896676,0.000142250006319955,7,True,,
0,0.75,0.0,2,"1,3",1.965322274922639,2.584364173237607,2.426746581006022,2.2445963974790657,0.0001409579999744892,7,True,,
0,0.75,0.3,2,"1,3",3.55054320380344,3.9838725326239164,3.873540218061807,3.7460350895929397,0.0001409579999744892,7,True,,
0,0.75,0.8,2,"1,3",6.192578085271436,6.316386464934432,6.284862946488116,6.248432909782721,0.0001409579999744892,7,True,,
0,0.75,0.0,2,"1,4",1.965322274922639,3.3438790484829743,2.909247161811432,2.382506067099257,0.00015675000031478703,8,True,,
0,0.75,0.3,2,"1,4",3.55054320380344,4.515532945295674,4.211290624625592,3.842571858327074,0.00015675000031478703,8,True,,
0,0.75,0.8,2,"1,4",6.192578085271436,6.468289439983505,6.381363062649203,6.276014843706771,0.00015675000031478703,8,True,,
0,0.75,0.0,2,"1,5",1.965322274922639,2.3770253053285884,2.4555904519819443,2.2451576408655423,0.00014254197594709694,7,True,,
0,0.75,0.3,2,"1,5",3.55054320380344,3.8387353250876046,3.893730927744955,3.746427959963471,0.00014254197594709694,7,True,,
0,0.75,0.8,2,"1,5",6.192578085271436,6.274918691352628,6.290631720683302,6.24854515846002,0.00014254197594709694,7,True,,
0,0.75,0.0,2,"2,3",1.965322274922639,2.6360244759162854,2.536256244393753,2.26157623797313,0.0001588340091984719,8,True,,
0,0.75,0.3,2,"2,3",3.55054320380344,4.020034744498993,3.9501969824332215,3.757920977938784,0.0001588340091984719,8,True,,
0,0.75,0.8,2,"2,3",6.192578085271436,6.326718525470171,6.306764879165668,6.251828877881538,0.0001588340091984719,8,True,,
0,0.75,0.0,2,"2,4",1.965322274922639,3.457364978201367,2.967424938632941,2.3285776088915724,0.00018708300194703043,10,True,,
0,0.75,0.3,2,"2,4",3.55054320380344,4.594973096098547,4.252015068400653,3.804821937581695,0.00018708300194703043,10,True,,
0,0.75,0.8,2,"2,4",6.192578085271436,6.490986625927188,6.392998618013504,6.265229152065228,0.00018708300194703043,10,True,,
0,0.75,0.0,2,"2,5",1.965322274922639,2.4168057896963084,2.536143213593226,2.2612807293415216,0.00018491697846911848,10,True,,
0,0.75,0.3,2,"2,5",3.55054320380344,3.8665816641450106,3.95011786087285,3.757714121896658,0.00018491697846911848,10,True,,
0,0.75,0.8,2,"2,5",6.192578085271436,6.282874788226171,6.306742273005562,6.251769776155214,0.00018491697846911848,10,True,,
0,0.75,0.0,2,"3,4",1.965322274922639,4.142668170017003,2.497389066063194,2.3905246009550996,0.00012737498036585748,6,True,,
0,0.75,0.3,2,"3,4",3.55054320380344,5.074685330369497,3.9229899576018283,3.848184832026162,0.00012737498036585748,6,True,,
0,0.75,0.8,2,"3,4",6.192578085271436,6.6280472642903145,6.298991443499553,6.2776185504779285,0.00012737498036585748,6,True,,
0,0.75,0.0,2,"3,5",1.965322274922639,2.706733525400129,2.3286316510601357,2.257172238792953,0.0001271250075660646,6,True,,
0,0.75,0.3,2,"3,5",3.55054320380344,4.069531079137682,3.804859767099686,3.75483817851266,0.0001271250075660646,6,True,,
0,0.75,0.8,2,"3,5",6.192578085271436,6.34086033536694,6.265239960498942,6.250948078045503,0.0001271250075660646,6,True,,
0,0.75,0.0,2,"4,5",1.965322274922639,3.5557341579178483,2.616720944408237,2.3939273871928033,0.00015399997937493026,8,True,,
0,0.75,0.3,2,"4,5",3.55054320380344,4.66383152190009,4.006522272443359,3.8505667823925562,0.00015399997937493026,8,True,,
0,0.75,0.8,2,"4,5",6.192578085271436,6.510660461870479,6.322857819168562,6.278299107725475,0.00015399997937493026,8,True,,
1,0.0,0.0,1,0,0.045958180347839064,0.07283731562310762,0.05229211427353205,0.045191113783342826,8.612498641014099e-05,4,True,,
